respID,qID,profileID,altID,obsID,choice,time_sec_p1,ownhome,time_sec_p2,time_sec_p3,induction,heatingeff,carbon,oftencook,utility,yearOfBirth,gender,race,raceOther,education,income,zipcode,age_in_years,feedback,time_min_total,Cooktop_Type,final_cost_price,Average_annual_usage_Cost,number_of_burners
791,8,169,1,6328,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Gas,900,80,4
791,8,323,2,6328,0,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Electric,1500,100,5
791,8,51,3,6328,1,17,1,206,65,No,Not_Bothered,Not_Bothered,sometimes,electricity,1992,male,asian,NA,college_some,inc_20to50,77042,31,NA,4.8,Induction,1300,70,3
653,1,85,1,5217,0,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Gas,1300,90,3
653,1,110,2,5217,1,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Electric,500,50,4
653,1,12,3,5217,0,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Induction,1100,50,3
653,2,157,1,5218,0,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Gas,1300,70,4
653,2,221,2,5218,0,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Electric,700,50,5
653,2,111,3,5218,1,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Induction,500,50,4
653,3,121,1,5219,0,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Gas,1300,50,4
653,3,146,2,5219,1,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Electric,500,70,4
653,3,93,3,5219,0,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Induction,500,100,3
653,4,307,1,5220,1,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Gas,500,100,5
653,4,296,2,5220,0,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Electric,900,90,5
653,4,18,3,5220,0,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Induction,1500,50,3
653,5,235,1,5221,1,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Gas,500,60,5
653,5,284,2,5221,0,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Electric,1300,80,5
653,5,249,3,5221,0,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Induction,1300,60,5
653,6,184,1,5222,1,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Gas,700,90,4
653,6,95,2,5222,0,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Electric,700,100,3
653,6,252,3,5222,0,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Induction,1500,60,5
653,7,127,1,5223,1,10,1,581,92,No,Not_Bothered,Not_Bothered,sometimes,electricity,1981,female,hispanic,NA,degree_associate,inc_20to50,78521,42,NA,11.383333333333333,Gas,500,60,4
